"","X","index","success","trial_type","trial_index","time_elapsed","internal_node_id","subject","date","prol_id","ctbl","sense_of_control_A","sense_of_control_B","sense_of_control_C","sense_of_control_D","age","gender","rt","url","stimulus","key_press","npress","is_data_trial","phase","trial","deck1","deck2","col1","col2","sym1","sym2","deck_l","deck_r","chosen_deck","chosen_col","chosen_sym","deck_rt","choose_choice","mutual_info","hidden_key","chosen_card","card_rt","player_num","win_card","outcome","mock_rating","response","responses","pair","soc_split_A","soc_split_B","soc_split_C","soc_split_D","choice_pair","mi_pair"
"4572",407,0,NA,"html-keyboard-response",407,583547,"0.0-7.51-4.51","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",51,"B","D","red","red","moons","stars","B","D","B","red","moons",804,0,1,1,"left",724.3000000119,3,0,0,NA,NA,"","BD",0,1,1,1,"00","01"
"4577",412,0,NA,"html-keyboard-response",412,588440,"0.0-7.52-4.52","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",52,"B","C","red","black","moons","stars","B","C","B","red","moons",607.0999999642,0,1,0,"right",265.1000000238,4,0,0,NA,NA,"","BC",0,1,1,1,"10","01"
"4582",417,0,NA,"html-keyboard-response",417,593432,"0.0-7.53-4.53","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",53,"A","C","black","black","stars","moons","C","A","C","black","stars",397.1999999881,1,0,NA,"right",548.5,2,0,1,NA,NA,"","AC",0,1,1,1,"11","10"
"4587",422,0,NA,"html-keyboard-response",422,598201,"0.0-7.54-4.54","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",54,"A","D","red","black","stars","moons","D","A","D","red","stars",389.3999999762,0,0,0,"right",347.1000000238,1,0,1,NA,NA,"","AD",0,1,1,1,"10","10"
"4592",427,0,NA,"html-keyboard-response",427,603564,"0.0-7.55-4.55","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",55,"B","D","red","red","stars","moons","D","B","D","red","stars",509.1000000238,0,0,1,"left",815.3000000119,1,0,0,NA,NA,"","BD",0,1,1,1,"00","01"
"4597",432,0,NA,"html-keyboard-response",432,608386,"0.0-7.56-4.56","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",56,"A","B","red","black","moons","moons","B","A","B","red","moons",496.6999999881,0,1,0,"right",267,8,1,1,NA,NA,"","AB",0,1,1,1,"10","11"
"4602",437,0,NA,"html-keyboard-response",437,613380,"0.0-7.57-4.57","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",57,"B","C","red","black","moons","stars","B","C","B","red","moons",388.7000000477,0,1,1,"left",562.7000000477,1,0,0,NA,NA,"","BC",0,1,1,1,"10","01"
"4612",447,0,NA,"html-keyboard-response",447,622860,"0.0-7.59-4.59","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",59,"A","C","black","black","moons","stars","A","C","A","black","moons",428.8999999762,1,1,NA,"right",257.3999999762,10,1,1,NA,NA,"","AC",0,1,1,1,"11","10"
"4617",452,0,NA,"html-keyboard-response",452,627868,"0.0-7.60-4.60","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",60,"B","C","black","red","stars","moons","C","B","C","black","stars",571,1,0,NA,"left",385.6000000238,9,1,1,NA,NA,"","BC",0,1,1,1,"10","01"
"4622",457,0,NA,"html-keyboard-response",457,632699,"0.0-7.61-4.61","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",61,"A","D","black","red","moons","stars","A","D","A","black","moons",523,1,1,NA,"left",257.1000000238,7,1,1,NA,NA,"","AD",0,1,1,1,"10","10"
"4627",462,0,NA,"html-keyboard-response",462,637322,"0.0-7.62-4.62","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",62,"A","B","red","black","moons","moons","B","A","B","red","moons",403.9000000358,0,1,0,"right",156.6000000238,8,1,1,NA,NA,"","AB",0,1,1,1,"10","11"
"4632",467,0,NA,"html-keyboard-response",467,642093,"0.0-7.63-4.63","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",63,"B","D","red","red","moons","stars","B","D","B","red","moons",404.1000000238,0,1,1,"left",341.1999999881,10,1,1,NA,NA,"","BD",0,1,1,1,"00","01"
"4637",472,0,NA,"html-keyboard-response",472,646823,"0.0-7.64-4.64","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",64,"C","D","red","black","stars","stars","D","C","D","red","stars",328.3999999762,0,0,0,"right",368.3000000119,7,1,0,NA,NA,"","CD",0,1,1,1,"10","00"
"4642",477,0,NA,"html-keyboard-response",477,651747,"0.0-7.65-4.65","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",65,"B","D","red","red","stars","moons","D","B","D","red","stars",496,0,0,1,"left",395.3999999762,2,0,1,NA,NA,"","BD",0,1,1,1,"00","01"
"4647",482,0,NA,"html-keyboard-response",482,656554,"0.0-7.66-4.66","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",66,"A","D","red","black","stars","moons","D","A","D","red","stars",363.1999999881,0,0,0,"right",377,4,0,0,NA,NA,"","AD",0,1,1,1,"10","10"
"4652",487,0,NA,"html-keyboard-response",487,661111,"0.0-7.67-4.67","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",67,"C","D","black","red","stars","stars","C","D","C","black","stars",348.5,1,0,NA,"left",170.6000000238,6,1,1,NA,NA,"","CD",0,1,1,1,"10","00"
"4835",152,0,NA,"html-keyboard-response",152,659598,"0.0-7.0-4.0","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",0,"A","B","red","black","stars","stars","A","B","A","red","stars",961.1000003815,1,1,NA,"left",1296.3000001907,9,1,1,NA,NA,"","AB",1,0,0,0,"10","11"
"4840",157,0,NA,"html-keyboard-response",157,665779,"0.0-7.1-4.1","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",1,"B","D","black","black","stars","moons","B","D","B","black","stars",1037.5,0,1,0,"right",1091,9,1,1,NA,NA,"","BD",1,0,0,0,"00","01"
"4845",162,0,NA,"html-keyboard-response",162,672112,"0.0-7.2-4.2","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",2,"C","D","black","red","moons","moons","D","C","D","black","moons",1230.6999998093,0,0,1,"left",1025,4,0,0,NA,NA,"","CD",1,0,0,0,"10","00"
"4850",167,0,NA,"html-keyboard-response",167,677935,"0.0-7.3-4.3","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",3,"B","D","black","black","stars","moons","B","D","B","black","stars",883,0,1,1,"left",884.2000007629,1,0,0,NA,NA,"","BD",1,0,0,0,"00","01"
"4855",172,0,NA,"html-keyboard-response",172,684473,"0.0-7.4-4.4","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",4,"C","D","black","red","moons","moons","D","C","C","red","moons",1155.5,1,0,NA,"left",1331.6000003815,9,1,1,NA,NA,"","CD",1,0,0,0,"10","00"
"4860",177,0,NA,"html-keyboard-response",177,690373,"0.0-7.5-4.5","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",5,"A","D","red","black","stars","moons","A","D","D","black","moons",1007.8999996185,0,0,0,"right",833.5999994278,8,1,1,NA,NA,"","AD",1,0,0,0,"10","10"
"4865",182,0,NA,"html-keyboard-response",182,696939,"0.0-7.6-4.6","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",6,"B","D","black","black","moons","stars","D","B","D","black","moons",1621.1000003815,0,0,0,"right",914.3999996185,7,1,1,NA,NA,"","BD",1,0,0,0,"00","01"
"4870",187,0,NA,"html-keyboard-response",187,703161,"0.0-7.7-4.7","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",7,"A","D","red","black","stars","moons","A","D","D","black","moons",1162.8999996185,0,0,1,"left",1003.1000003815,2,0,1,NA,NA,"","AD",1,0,0,0,"10","10"
"4875",192,0,NA,"html-keyboard-response",192,708672,"0.0-7.8-4.8","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",8,"B","C","black","red","stars","moons","B","C","B","black","stars",892.6999998093,0,1,0,"right",565.1999998093,2,0,0,NA,NA,"","BC",1,0,0,0,"10","01"
"4885",202,0,NA,"html-keyboard-response",202,721060,"0.0-7.10-4.10","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",10,"A","C","red","red","moons","stars","C","A","A","red","stars",982.3000001907,1,1,NA,"left",1008.3000001907,4,0,0,NA,NA,"","AC",1,0,0,0,"11","10"
"4890",207,0,NA,"html-keyboard-response",207,727111,"0.0-7.11-4.11","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",11,"C","D","red","black","moons","moons","C","D","C","red","moons",935,1,0,NA,"left",1058.5999994278,1,0,0,NA,NA,"","CD",1,0,0,0,"10","00"
"4895",212,0,NA,"html-keyboard-response",212,732709,"0.0-7.12-4.12","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",12,"A","B","black","red","stars","stars","B","A","A","red","stars",878.8000001907,1,1,NA,"right",654.1999998093,10,1,1,NA,NA,"","AB",1,0,0,0,"10","11"
"4900",217,0,NA,"html-keyboard-response",217,738625,"0.0-7.13-4.13","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",13,"B","D","black","black","stars","moons","B","D","B","black","stars",992.1999998093,0,1,1,"left",866.1000003815,3,0,0,NA,NA,"","BD",1,0,0,0,"00","01"
"4910",227,0,NA,"html-keyboard-response",227,749874,"0.0-7.15-4.15","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",15,"C","D","black","red","moons","moons","D","C","C","red","moons",846.1999998093,1,0,NA,"right",906.3999996185,4,0,0,NA,NA,"","CD",1,0,0,0,"10","00"
"4915",232,0,NA,"html-keyboard-response",232,755741,"0.0-7.16-4.16","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",16,"A","D","red","black","stars","moons","A","D","D","black","moons",1014.2000007629,0,0,1,"left",788.3000001907,8,1,1,NA,NA,"","AD",1,0,0,0,"10","10"
"4920",237,0,NA,"html-keyboard-response",237,761308,"0.0-7.17-4.17","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",17,"C","D","red","black","moons","moons","C","D","D","black","moons",1099.5,0,0,0,"right",434.6999998093,1,0,0,NA,NA,"","CD",1,0,0,0,"10","00"
"4930",247,0,NA,"html-keyboard-response",247,772816,"0.0-7.19-4.19","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",19,"A","C","red","red","stars","moons","A","C","C","red","moons",814.5,1,0,NA,"left",948.2000007629,8,1,0,NA,NA,"","AC",1,0,0,0,"11","10"
"4935",252,0,NA,"html-keyboard-response",252,778920,"0.0-7.20-4.20","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",20,"B","C","red","black","moons","stars","C","B","B","black","stars",1121.0999994278,0,1,1,"left",933.1000003815,1,0,0,NA,NA,"","BC",1,0,0,0,"10","01"
"4940",257,0,NA,"html-keyboard-response",257,784969,"0.0-7.21-4.21","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",21,"A","D","black","red","moons","stars","D","A","A","red","stars",978.9000005722,1,1,NA,"right",1018.5,4,0,0,NA,NA,"","AD",1,0,0,0,"10","10"
"4945",262,0,NA,"html-keyboard-response",262,791002,"0.0-7.22-4.22","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",22,"A","C","red","red","moons","stars","C","A","A","red","stars",941.6999998093,1,1,NA,"left",1049.8000001907,8,1,1,NA,NA,"","AC",1,0,0,0,"11","10"
"4950",267,0,NA,"html-keyboard-response",267,796567,"0.0-7.23-4.23","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",23,"A","B","black","red","stars","stars","B","A","A","red","stars",793.8000001907,1,1,NA,"right",716,2,0,0,NA,NA,"","AB",1,0,0,0,"10","11"
"4955",272,0,NA,"html-keyboard-response",272,802464,"0.0-7.24-4.24","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",24,"C","D","red","black","moons","moons","C","D","D","black","moons",1117.3999996185,0,0,0,"right",718.3000001907,1,0,0,NA,NA,"","CD",1,0,0,0,"10","00"
"4960",277,0,NA,"html-keyboard-response",277,808748,"0.0-7.25-4.25","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",25,"A","B","black","red","stars","stars","B","A","B","black","stars",1578.3999996185,0,1,0,"right",659.8000001907,3,0,0,NA,NA,"","AB",1,0,0,0,"10","11"
"4965",282,0,NA,"html-keyboard-response",282,814479,"0.0-7.26-4.26","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",26,"A","B","black","red","stars","stars","B","A","A","red","stars",721.6000003815,1,1,NA,"left",963.3000001907,1,0,0,NA,NA,"","AB",1,0,0,0,"10","11"
"4970",287,0,NA,"html-keyboard-response",287,820441,"0.0-7.27-4.27","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",27,"C","D","black","red","moons","moons","D","C","D","black","moons",1388.9000005722,0,0,0,"right",527.6999998093,10,1,0,NA,NA,"","CD",1,0,0,0,"10","00"
"4975",292,0,NA,"html-keyboard-response",292,825827,"0.0-7.28-4.28","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",28,"A","C","red","red","moons","stars","C","A","A","red","stars",763.2000007629,1,1,NA,"right",556.6000003815,2,0,0,NA,NA,"","AC",1,0,0,0,"11","10"
"4990",307,0,NA,"html-keyboard-response",307,842288,"0.0-7.31-4.31","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",31,"A","B","black","red","stars","stars","B","A","A","red","stars",669.3999996185,1,1,NA,"right",582.6999998093,3,0,0,NA,NA,"","AB",1,0,0,0,"10","11"
"4995",312,0,NA,"html-keyboard-response",312,848320,"0.0-7.32-4.32","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",32,"B","C","red","black","moons","stars","C","B","C","red","moons",1157.8000001907,1,0,NA,"left",815.1000003815,9,1,0,NA,NA,"","BC",1,0,0,0,"10","01"
"5000",317,0,NA,"html-keyboard-response",317,854768,"0.0-7.33-4.33","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",33,"B","D","black","black","moons","stars","D","B","D","black","moons",1519.8000001907,0,0,1,"left",872.9000005722,10,1,0,NA,NA,"","BD",1,0,0,0,"00","01"
"5005",322,0,NA,"html-keyboard-response",322,860501,"0.0-7.34-4.34","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",34,"B","C","red","black","moons","stars","C","B","B","black","stars",677,0,1,1,"left",987.3999996185,6,1,1,NA,NA,"","BC",1,0,0,0,"10","01"
"5010",327,0,NA,"html-keyboard-response",327,866365,"0.0-7.35-4.35","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",35,"B","C","black","red","stars","moons","B","C","B","black","stars",982.2999992371,0,1,0,"right",805.5999994278,3,0,0,NA,NA,"","BC",1,0,0,0,"10","01"
"5015",332,0,NA,"html-keyboard-response",332,872248,"0.0-7.36-4.36","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",36,"A","D","black","red","moons","stars","D","A","D","black","moons",1030.5999994278,0,0,1,"left",784.3000001907,3,0,0,NA,NA,"","AD",1,0,0,0,"10","10"
"5020",337,0,NA,"html-keyboard-response",337,878395,"0.0-7.37-4.37","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",37,"B","C","red","black","moons","stars","C","B","C","red","moons",1209.8999996185,1,0,NA,"left",874.9000005722,6,1,0,NA,NA,"","BC",1,0,0,0,"10","01"
"5025",342,0,NA,"html-keyboard-response",342,884295,"0.0-7.38-4.38","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",38,"C","D","black","red","moons","moons","D","C","D","black","moons",1127.3999996185,0,0,1,"left",718.8999996185,4,0,0,NA,NA,"","CD",1,0,0,0,"10","00"
"5030",347,0,NA,"html-keyboard-response",347,889760,"0.0-7.39-4.39","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",39,"A","B","black","red","stars","stars","B","A","B","black","stars",707.2000007629,0,1,1,"left",691.3000001907,7,1,1,NA,NA,"","AB",1,0,0,0,"10","11"
"5035",352,0,NA,"html-keyboard-response",352,895692,"0.0-7.40-4.40","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",40,"A","D","red","black","stars","moons","A","D","A","red","stars",985.9000005722,1,1,NA,"right",884.0999994278,8,1,1,NA,NA,"","AD",1,0,0,0,"10","10"
"5040",357,0,NA,"html-keyboard-response",357,901057,"0.0-7.41-4.41","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",41,"A","D","red","black","stars","moons","A","D","A","red","stars",828.3999996185,1,1,NA,"right",465.0999994278,3,0,0,NA,NA,"","AD",1,0,0,0,"10","10"
"5045",362,0,NA,"html-keyboard-response",362,906339,"0.0-7.42-4.42","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",42,"B","D","black","black","stars","moons","B","D","B","black","stars",638.9000005722,0,1,0,"right",577.3000001907,9,1,1,NA,NA,"","BD",1,0,0,0,"00","01"
"5050",367,0,NA,"html-keyboard-response",367,911789,"0.0-7.43-4.43","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",43,"B","C","black","red","stars","moons","B","C","B","black","stars",682.4000005722,0,1,1,"left",715.1999998093,7,1,1,NA,NA,"","BC",1,0,0,0,"10","01"
"5055",372,0,NA,"html-keyboard-response",372,917703,"0.0-7.44-4.44","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",44,"B","C","red","black","moons","stars","C","B","B","black","stars",954.9000005722,0,1,1,"left",898.0999994278,6,1,1,NA,NA,"","BC",1,0,0,0,"10","01"
"5065",382,0,NA,"html-keyboard-response",382,931768,"0.0-7.46-4.46","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",46,"A","B","red","black","stars","stars","A","B","A","red","stars",916.6999998093,1,1,NA,"left",2387.5,10,1,1,NA,NA,"","AB",1,0,0,0,"10","11"
"5070",387,0,NA,"html-keyboard-response",387,937616,"0.0-7.47-4.47","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",47,"B","D","black","black","stars","moons","B","D","B","black","stars",1018.3000001907,0,1,0,"right",767.8000001907,2,0,0,NA,NA,"","BD",1,0,0,0,"00","01"
"5075",392,0,NA,"html-keyboard-response",392,943153,"0.0-7.48-4.48","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",48,"B","D","black","black","stars","moons","B","D","B","black","stars",738.8999996185,0,1,1,"left",741,1,0,0,NA,NA,"","BD",1,0,0,0,"00","01"
"5085",402,0,NA,"html-keyboard-response",402,955162,"0.0-7.50-4.50","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",50,"B","D","black","black","moons","stars","D","B","D","black","moons",964.4000005722,0,0,1,"left",1087.6999998093,2,0,0,NA,NA,"","BD",1,0,0,0,"00","01"
"5090",407,0,NA,"html-keyboard-response",407,960526,"0.0-7.51-4.51","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",51,"A","C","red","red","stars","moons","A","C","A","red","stars",867,1,1,NA,"right",440.8999996185,8,1,1,NA,NA,"","AC",1,0,0,0,"11","10"
"5095",412,0,NA,"html-keyboard-response",412,966143,"0.0-7.52-4.52","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",52,"A","C","red","red","moons","stars","C","A","C","red","moons",730.4000005722,1,0,NA,"left",818.5,6,1,1,NA,NA,"","AC",1,0,0,0,"11","10"
"5100",417,0,NA,"html-keyboard-response",417,971557,"0.0-7.53-4.53","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",53,"A","D","red","black","stars","moons","A","D","D","black","moons",797.3999996185,0,0,0,"right",547.8999996185,4,0,0,NA,NA,"","AD",1,0,0,0,"10","10"
"5105",422,0,NA,"html-keyboard-response",422,978489,"0.0-7.54-4.54","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",54,"C","D","black","red","moons","moons","D","C","C","red","moons",1288.5,1,0,NA,"left",1605,10,1,0,NA,NA,"","CD",1,0,0,0,"10","00"
"5110",427,0,NA,"html-keyboard-response",427,984570,"0.0-7.55-4.55","2tbeti51h1y","2022-09-19 15:58:52.011","58a43e029a17120001d910d5",0,68,34,17,6,"39","female",NA,"","",NA,NA,"true","choice",55,"A","C","red","red","moons","stars","C","A","A","red","stars",1065.5999994278,1,1,NA,"right",949.7999992371,6,1,1,NA,NA,"","AC",1,0,0,0,"11","10"
